cod_pais,pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado,region
pa,Panamá,20.69,21.95,29.33,28.82,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).",Signos de puntuación: - la coma - los dos puntos - la diéresis,"Palabras homófonas: - ¡Ay!, hay, ahí - Halla, haya, allá, aya - Hecho, echo; - A, ha, ¡ah!, e, he",América Latina y el Caribe
pa,Panamá,44.83,31.71,20.87,23.47,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)",La carta - Estructura - Tipos *Familiares *Personales,"Las cartas - Partes de las cartas - Tipos de cartas: personales, de felicitación, comerciales, de presentación o social",América Latina y el Caribe
pa,Panamá,24.14,36.59,15.47,15.10,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",El adjetivo en la producción textual: - Concepto - Clasificación - Calificativo - Accidentes gramaticales - Género - Número,"Estructuras gramaticales: Unimembres, Concepto, Características, Bimembres, Concepto, Características",América Latina y el Caribe
pa,Panamá,6.90,2.44,25.64,23.28,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Estructura de la encuesta (…). Procedimiento de elaboración (…) de la encuesta (…). Cuidado en el desarrollo de los pasos de elaboración de la encuesta (…),El texto narrativo. Procedimiento de construcción del texto narrativo. Corrección en la construcción del texto narrativo y respeto por las ideas ajenas (…),América Latina y el Caribe
pa,Panamá,18.75,15.63,27.02,22.93,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Lectura de diferentes textos (…): *Descomposición del texto. *Ideas principales *Ideas secundarias *Jerarquización *Identificación de personajes. *Identificación de tema y subtema *Identificación del argumento (…),La fábula (…). - Reconocimiento del conflicto. - Inferencia del tema. - Interpretación de la moraleja (…),América Latina y el Caribe
pa,Panamá,6.25,3.13,10.70,4.00,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",(…) Lectura de textos con las pausas correspondientes al signo indicado (…),(…) Lectura de diferentes textos dándoles la entonación correspondiente (…),América Latina y el Caribe
pa,Panamá,43.75,43.75,33.70,39.14,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",Textos normativos - Instrucciones (manuales) - Relatos - Normas - Reglamento (leyes) - Manuales. Investigación sobre la estructura de los diferentes textos a estudiar (…),4.2.Textos explicativos - Concepto - Características - Clasificación (…). Reconocimiento de las características del texto explicativo. - Identificación del patrón del texto explicativo. - Clasificación del texto explicativo (…),América Latina y el Caribe
pa,Panamá,18.75,15.63,20.28,19.44,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Lectura de diferentes textos: - Vocabulario clave - Elementos paratextuales (externos del texto) - Estructura del texto - Análisis título - Tipo de texto (literarios- no literarios). - Elementos intertextuales (internos del texto) - textos paralelos: (resumen, mapas conceptuales, esquemas, otros). - textos literarios",Textos no literarios (…). Autoevalúa y regula constantemente su actividad lectora y comparte sus logros de comprensión lectora con sus compañeros,América Latina y el Caribe
pa,Panamá,12.00,21.88,8.28,14.46,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Textos publicitarios (…). Critica la calidad de los textos publicitarios que ofrece el mercado de productos infantiles,Medios de comunicación de masas (…). Valoración acerca de las informaciones de medios de comunicación de masas,América Latina y el Caribe
pa,Panamá,5.80,11.90,9.37,8.99,1,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Lectura e interpretación de gráficas de barras verticales y horizontales.,Utilización de la probabilidad como una razón geométrica entre los sucesos posibles y favorables.,América Latina y el Caribe
pa,Panamá,25.00,7.10,20.93,22.56,1,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.",Utilización de transportador para medir ángulo en figuras y objetos.,Representación del triángulo rectángulo y sus elementos.,América Latina y el Caribe
pa,Panamá,11.50,26.20,21.71,18.19,1,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.",Comparación entre las unidades de medidas de longitud.,Identificación y determinación de múltiplos y submúltiplos del metro cuadrado.,América Latina y el Caribe
pa,Panamá,57.70,50.00,43.17,46.66,1,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Composición y descomposición de los números del 1 hasta 1 .,Deducción del origen de los números enteros.,América Latina y el Caribe
pa,Panamá,0.00,4.80,4.82,3.61,1,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,Utilización de la probabilidad como una razón geométrica entre los sucesos posibles y favorables.,América Latina y el Caribe
pe,Perú,,61.10,,16.51,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,Argumenta que algunos objetos tecnológicos y conocimientos científicos han ayudado a formular nuevas teorías que propiciaron el cambio en la forma de pensar y el estilo de vida de las personas.,América Latina y el Caribe
pe,Perú,,0.00,,22.54,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
pe,Perú,,5.60,,12.19,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Justifica por qué la diversidad de especies da estabilidad a los ecosistemas.,América Latina y el Caribe
pe,Perú,,0.00,,11.16,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
pe,Perú,,16.70,,7.41,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,Relaciona los cambios que sufren los materiales con el reordenamiento de sus componentes constituyentes.,América Latina y el Caribe
pe,Perú,,5.60,,17.42,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,Relaciona los cambios del relieve terrestre con la estructura dinámica interna y externa de la Tierra.,América Latina y el Caribe
pe,Perú,,11.10,,12.78,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,Describe los organismos y señala que pueden ser unicelulares o pluricelulares y que cada célula cumple funciones básicas o especializadores.,América Latina y el Caribe
pe,Perú,18.18,14.29,8.75,9.26,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Escribe textos de forma coherente y cohesionada. Ordena las ideas en torno a un tema y las desarrolla para ampliar la información, sin contradicciones, reiteraciones innecesarias o digresiones. Establece relaciones entre las ideas, como causa-efecto y secuencia, a través de algunos referentes y conectores (…)","Evalúa de manera permanente el texto, para determinar (…) si existen digresiones o vacíos de información que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas (…)",América Latina y el Caribe
pe,Perú,36.36,50.00,29.33,28.82,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Utiliza recursos (…) ortográficos (por ejemplo, el punto seguido y los signos de admiración e interrogación) que contribuyen a dar sentido a su texto (…)","Utiliza recursos (…) ortográficos (por ejemplo, el punto a parte para separar párrafos) que contribuyen a dar sentido a su texto, e incorpora algunos recursos textuales (como uso de negritas o comillas) para reforzar dicho sentido (…)",América Latina y el Caribe
pe,Perú,09.09,7.14,20.87,23.47,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Adecúa el texto a la situación comunicativa considerando el propósito comunicativo, el destinatario y las características más comunes del tipo textual (…)","Adecúa el texto a la situación comunicativa considerando el propósito comunicativo, el tipo textual y algunas características del género discursivo, así como el formato y el soporte (…)",América Latina y el Caribe
pe,Perú,18.18,21.43,15.47,15.10,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Utiliza recursos gramaticales (…) que contribuyen a dar sentido a su texto. Emplea algunas figuras retóricas (por ejemplo, las adjetivaciones) para caracterizar personas, personajes y escenarios (…)","(…) Compara y contrasta los aspectos gramaticales (…) más comunes, así como las características de tipos textuales, cuando evalúa el texto",América Latina y el Caribe
pe,Perú,18.18,7.14,25.64,23.28,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Revisa el texto para determinar si se ajusta a la situación comunicativa, si existen contradicciones o reiteraciones innecesarias que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas. También, revisa el uso de los recursos ortográficos empleados en su texto y verifica si falta alguno (como los signos de interrogación), con el fin de mejorarlo","Evalúa de manera permanente el texto, para determinar si se ajusta a la situación comunicativa, si existen digresiones o vacíos de información que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas. También, evalúa la utilidad de los recursos ortográficos empleados y la pertinencia del vocabulario para mejorar el texto y garantizar su sentido",América Latina y el Caribe
pe,Perú,46.00,40.00,27.02,22.93,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Identifica información explícita que se encuentra en distintas partes del texto. Distingue información de otra próxima y semejante, en la que selecciona datos específicos (por ejemplo, el lugar de un hecho o una noticia), en diversos tipos de textos de estructura simple, con algunos elementos complejos (por ejemplo, sin referentes próximos, guiones de diálogo, ilustraciones), con palabras conocidas y, en ocasiones, con vocabulario variado, de acuerdo a las temáticas abordadas","Deduce características implícitas de personajes, animales, objetivos y lugares, y determina el significado de palabras según el contexto y hace comparaciones (…). Establece relaciones lógicas de causa-efecto, semejanza – diferencia (…), a partir de la información relevante y complementaria e implícita relevante del texto",América Latina y el Caribe
pe,Perú,0.00,0.00,10.70,4.00,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
pe,Perú,15.00,13.00,33.70,39.14,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","(…) Selecciona datos específicos en diversos tipos de textos de estructura simple, con algunos elementos complejos (…)",(…) Compara textos entre sí para indicar algunas similitudes y diferencias entre tipos textuales y géneros discursivos (por ejemplo: diferencias y semejanzas entre cuento y fábula),América Latina y el Caribe
pe,Perú,31.00,33.00,20.28,19.44,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Dice de qué tratará el texto, a partir de algunos indicios, como silueta del texto, palabras, frases, colores y dimensiones de las imágenes; asimismo, contrasta la información del texto que lee","Dice de qué tratará el texto, a partir de algunos indicios, como silueta del texto, palabras, frases, colores y dimensiones de las imágenes; asimismo, contrasta la información del texto que lee",América Latina y el Caribe
pe,Perú,8.00,13.00,8.28,14.46,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.","Opina acerca del contenido del texto, explica el sentido de algunos recursos textuales (ilustraciones, tamaño de letra, etc.) y justifica sus preferencias cuando elige o recomienda textos a partir de su experiencia, necesidades e intereses, con el fin de reflexionar sobre los textos que lee","Explica el tema, el propósito, los puntos de vista y las motivaciones de personas y personajes, (…) las enseñanzas, los valores y la intención del autor (…)",América Latina y el Caribe
pe,Perú,19.00,17.90,9.37,8.99,1,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.","Representar datos gráficos de barras horizontales (simples y escala dada de 2 en 2, 5 en 5 y 1 en 1), en situaciones de su interés o un tema de estudio.",Analizar los resultados de una situación aleatoria y justificar sus decisiones y conclusiones a partir de la información obtenida con base en el análisis de datos.,América Latina y el Caribe
pe,Perú,17.20,20.90,20.93,22.56,1,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Establece relaciones entre las características de los objetos del entorno, las asocia y representa con formas tridimensionales (cuerpos redondos y compuestos), sus elementos y su capacidad.",Usar diversas estrategias para construir ángulos.,América Latina y el Caribe
pe,Perú,15.50,13.40,21.71,18.19,1,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Usar diversas estrategias para medir de manera exacta o aproximada (estimar) la longitud (centímetro, metro) y el contorno de una figura.","Medir, estimar y comparar la masa de los objetos, el tiempo (minutos) y la temperatura usando la unidad de medida que conviene según el problema.",América Latina y el Caribe
pe,Perú,41.40,29.90,43.17,46.66,1,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Realizar afirmaciones sobre la comparación de números naturales y la conformación de la centena, y las explica con material concreto.","Expresar con diversas representaciones y lenguaje numérico (números, signos y expresiones verbales) su comprensión de: El valor posicional de un dígito en números de hasta seis cifras.",América Latina y el Caribe
pe,Perú,6.90,17.90,4.82,3.61,1,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","Establecer relaciones entre los datos que se repiten (objetos, colores, diseños, sonidos o movimientos) o entre cantidades que aumentan o disminuyen regularmente, y los transforma en patrones de repetición (con criterios perceptuales o de cambio de posición) o patrones aditivos (con números de hasta 3 cifras).",Resolver ecuaciones o hallar valores que cumplen una condición de desigualdad o de proporcionalidad.,América Latina y el Caribe
py,Paraguay,,11.50,,16.51,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,Analiza los planteamientos del Convenio de Estocolmo acerca de los Productos Orgánicos Clorados Persistentes y productos químicos no intencionales.,América Latina y el Caribe
py,Paraguay,,15.40,,22.54,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,Describe los órganos del aparato reproductor de los animales.,América Latina y el Caribe
py,Paraguay,,15.40,,12.19,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Resuelve situaciones problemáticas relacionadas con los biomas acuáticos.,América Latina y el Caribe
py,Paraguay,,7.70,,11.16,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,Ejecuta experiencias sencillas sobre circuito eléctrico.,América Latina y el Caribe
py,Paraguay,,7.70,,7.41,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,Ejecuta experiencias sobre soluciones.,América Latina y el Caribe
py,Paraguay,,23.10,,17.42,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,Comprende la importancia de los movimientos de la Tierra y las características de la Luna.,América Latina y el Caribe
py,Paraguay,,19.20,,12.78,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,Clasifica por sus características a los tejidos animales y vegetales.,América Latina y el Caribe
py,Paraguay,5.26,20.83,8.75,9.26,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",Expresa sus ideas con secuencia y orden lógico,"Aplica normas de coherencia textual en su producción escrita: orden de la información, no contradicción, encadenamiento lógico de las ideas",América Latina y el Caribe
py,Paraguay,52.63,33.33,29.33,28.82,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Aplica normas acerca del uso de: Las letras; Las mayúsculas; La tilde en palabras agudas, llanas y esdrújulas, en el caso del castellano; La tilde y la marca de nasalidad, en el caso del guaraní; Los signos de puntuación","Aplica en la producción de textos escritos normas de uso de: letras mayúsculas y minúsculas, tilde en diferentes casos, signos de puntuación y otros signos auxiliares",América Latina y el Caribe
py,Paraguay,15.79,12.50,20.87,23.47,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Redacta esquelas, tarjetas, adivinanzas, poemas, acrósticos, diálogos, descripciones (personas, personajes de textos, paisajes, animales, plantas, objetos y situaciones) y narraciones breves, teniendo en cuenta la estructura de cada tipo de texto","Redacta notas, cartas y una variedad de mensajes que respondan a sus necesidades comunicativas usuales",América Latina y el Caribe
py,Paraguay,26.32,16.67,15.47,15.10,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Aplica nociones básicas de concordancia de género y número,Utiliza adecuadamente las preposiciones,América Latina y el Caribe
py,Paraguay,0.00,16.67,25.64,23.28,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",No hay ejemplos en el currículo de este país.,"Aplica normas básicas de producción textual: respeto de márgenes, uso de sangría (optativo), espacio entre párrafos, letra legible, pulcritud en la presentación del texto",América Latina y el Caribe
py,Paraguay,48.84,25.00,27.02,22.93,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Reconoce el contenido del texto: Temas; Ideas: principales y secundarias,Establece relaciones de causa-efecto entre distintos hechos que aparecen en los textos leídos,América Latina y el Caribe
py,Paraguay,9.30,1.79,10.70,4.00,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.","Reconoce letras y sonidos con sus variaciones: Sonidos iguales que pueden escribirse con dos o más letras(c, k, qu; b, v; y, ll), en el caso de castellano; Letras que representan dos sonidos (c, g, y, r), en el caso del castellano; Digramas en el caso del guaraní; Sonidos diferenciados a los del castellano: j; h; (puso), en el caso del guaraní",Lee oralmente teniendo en cuenta: las ideas que transmite; la puntuación; la postura; la fluidez y las pausas; el tono en relación con el mensaje; y la correcta pronunciación de los sonidos,América Latina y el Caribe
py,Paraguay,20.93,42.86,33.70,39.14,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Reconoce los diferentes momentos significativos de las narraciones: comienzo, desarrollo y final","Identifica rasgos propios de los diferentes tipos de textos escritos: publicitarios, instruccionales, literarios, científicos, informativos, argumentativos",América Latina y el Caribe
py,Paraguay,11.63,10.71,20.28,19.44,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",Anticipa el posible contenido del texto a partir de datos que se le facilitan,"Aplica técnicas básicas para procesar la información: resumen, síntesis, y esquema",América Latina y el Caribe
py,Paraguay,9.30,19.64,8.28,14.46,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Manifiesta su postura ante las informaciones leídas en los textos,Infiere la intencionalidad comunicativa del emisor de textos leídos,América Latina y el Caribe
py,Paraguay,20.50,10.00,9.37,8.99,1,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Concepto de frecuencia como número de veces que se repite un dato.,Interpreta tablas y gráficos estadísticos,América Latina y el Caribe
py,Paraguay,5.10,13.30,20.93,22.56,1,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.",Figuras geométricas planas: triángulos y cuadriláteros.,Utiliza conceptos y elementos básicos de la geometría para resolver problemas matemáticos y no matemáticos.,América Latina y el Caribe
py,Paraguay,17.90,40.00,21.71,18.19,1,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.",Relaciones de equivalencia entre las unidades de medida de tiempo: hora – minutos - segundos.,"Relaciones de equivalencia entre múltiplos y submúltiplos de las unidades de medidas de longitud, masa y tiempo.",América Latina y el Caribe
py,Paraguay,51.30,36.70,43.17,46.66,1,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Formula el enunciado de una situación problemática utilizando números naturales hasta una centena de mil.,"Lee y escribe comprensivamente números racionales en notación fraccionaria y decimal, hasta los millonésimos.",América Latina y el Caribe
py,Paraguay,5.10,0.00,4.82,3.61,1,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",Operaciones de unión e intersección de conjuntos.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
sv,El Salvador,,23.60,,16.51,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,"Descripción, explicación y experimentación sencilla de las ventajas de hacer compostaje.",América Latina y el Caribe
sv,El Salvador,,37.00,,22.54,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Indagación y explicación sobre algunas características de los músculos, tales como: forma, color, tamaño y consistencia.",América Latina y el Caribe
sv,El Salvador,,3.10,,12.19,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,"Investigación, explicación y representación del ciclo del agua y su importancia para la vida en el planeta.",América Latina y el Caribe
sv,El Salvador,,7.10,,11.16,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,,América Latina y el Caribe
sv,El Salvador,,5.50,,7.41,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,,América Latina y el Caribe
sv,El Salvador,,7.10,,17.42,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,"Descripción, explicación y representación de los movimientos de las placas tectónicas como un riesgo geológico que provoca amenazas: sismos, erupciones, deslizamientos y otros.",América Latina y el Caribe
