cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado
pa,19,16,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Lectura de diferentes textos: <br> - Vocabulario clave <br> - Elementos paratextuales (externos del texto) <br> - Estructura del texto <br> - Análisis título <br> - Tipo de texto (literarios- no literarios). <br> - Elementos intertextuales (internos del texto) <br> - textos paralelos: <br> (resumen, mapas conceptuales, esquemas, otros). <br> - textos literarios",Textos no literarios (…). Autoevalúa y regula constantemente su actividad lectora y comparte sus logros de comprensión lectora con sus compañeros
pa,6,3,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.",(…) Lectura de textos con las pausas correspondientes al signo indicado (…),(…) Lectura de diferentes textos dándoles la entonación correspondiente (…)
pa,12,22,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Textos publicitarios (…). Critica la calidad de los textos publicitarios que ofrece el mercado de productos infantiles,Medios de comunicación de masas (…). Valoración acerca de las informaciones de medios de comunicación de masas
pa,,21,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,"Argumentación sobre las causas y efectos, negativos y positivos que provoca la intervención del hombre al ecosistema"
pa,,38,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Demostración de las diversas sensaciones táctiles, visuales gustativas y de reflejo."
pa,,8,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Establecimiento de las diferencias de los diferentes ecosistemas y la diversidad biológica.
pa,,4,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,Diferenciación entre la naturaleza de la luz corpuscular y ondulatoria; Experimentación sobre la propagación de la luz y captación de colores.
pa,,4,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,"Los combustibles fósiles, fuentes de energía; El petróleo y sus derivados (gas, gasolina, kerosene, carbón de piedra): Sintetiza el proceso de transformación de la materia orgánica en combustibles fósiles."
pa,,4,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Establecimiento de comparaciones entre la célula vegetal y la animal resaltando los organelos que las diferencian.
pa,,21,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Diferenciación entre las capas de la bajas, de la atmósfera y las superficiales."
py,21,10,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Concepto de frecuencia como número de veces que se repite un dato.,Interpreta tablas y gráficos estadísticos
py,5,13,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.",Figuras geométricas planas: triángulos y cuadriláteros.,Utiliza conceptos y elementos básicos de la geometría para resolver problemas matemáticos y no matemáticos.
py,18,40,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.",Relaciones de equivalencia entre las unidades de medida de tiempo: hora – minutos - segundos.,"Relaciones de equivalencia entre múltiplos y submúltiplos de las unidades de medidas de longitud, masa y tiempo."
py,51,37,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Formula el enunciado de una situación problemática utilizando números naturales hasta una centena de mil.,"Lee y escribe comprensivamente números racionales en notación fraccionaria y decimal, hasta los millonésimos."
py,5,0,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",Operaciones de unión e intersección de conjuntos.,No hay ejemplos en el currículo de este país.
py,53,33,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Aplica normas acerca del uso de: Las letras; Las mayúsculas; La tilde en palabras agudas, llanas y esdrújulas, en el caso del castellano; La tilde y la marca de nasalidad, en el caso del guaraní; Los signos de puntuación","Aplica en la producción de textos escritos normas de uso de: letras mayúsculas y minúsculas, tilde en diferentes casos, signos de puntuación y otros signos auxiliares"
py,0,17,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",No hay ejemplos en el currículo de este país.,"Aplica normas básicas de producción textual: respeto de márgenes, uso de sangría (optativo), espacio entre párrafos, letra legible, pulcritud en la presentación del texto"
py,16,13,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Redacta esquelas, tarjetas, adivinanzas, poemas, acrósticos, diálogos, descripciones (personas, personajes de textos, paisajes, animales, plantas, objetos y situaciones) y narraciones breves, teniendo en cuenta la estructura de cada tipo de texto","Redacta notas, cartas y una variedad de mensajes que respondan a sus necesidades comunicativas usuales"
py,26,17,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Aplica nociones básicas de concordancia de género y número,Utiliza adecuadamente las preposiciones
py,5,21,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",Expresa sus ideas con secuencia y orden lógico,"Aplica normas de coherencia textual en su producción escrita: orden de la información, no contradicción, encadenamiento lógico de las ideas"
py,21,43,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Reconoce los diferentes momentos significativos de las narraciones: comienzo, desarrollo y final","Identifica rasgos propios de los diferentes tipos de textos escritos: publicitarios, instruccionales, literarios, científicos, informativos, argumentativos"
py,49,25,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Reconoce el contenido del texto: Temas; Ideas: principales y secundarias,Establece relaciones de causa-efecto entre distintos hechos que aparecen en los textos leídos
py,12,11,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",Anticipa el posible contenido del texto a partir de datos que se le facilitan,"Aplica técnicas básicas para procesar la información: resumen, síntesis, y esquema"
py,9,2,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.","Reconoce letras y sonidos con sus variaciones: Sonidos iguales que pueden escribirse con dos o más letras(c, k, qu; b, v; y, ll), en el caso de castellano; Letras que representan dos sonidos (c, g, y, r), en el caso del castellano; Digramas en el caso del guaraní; Sonidos diferenciados a los del castellano: j; h; (puso), en el caso del guaraní",Lee oralmente teniendo en cuenta: las ideas que transmite; la puntuación; la postura; la fluidez y las pausas; el tono en relación con el mensaje; y la correcta pronunciación de los sonidos
py,9,20,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Manifiesta su postura ante las informaciones leídas en los textos,Infiere la intencionalidad comunicativa del emisor de textos leídos
py,,12,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,Analiza los planteamientos del Convenio de Estocolmo acerca de los Productos Orgánicos Clorados Persistentes y productos químicos no intencionales.
py,,15,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,Describe los órganos del aparato reproductor de los animales.
py,,15,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Resuelve situaciones problemáticas relacionadas con los biomas acuáticos.
py,,8,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,Ejecuta experiencias sencillas sobre circuito eléctrico.
py,,8,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,Ejecuta experiencias sobre soluciones.
py,,19,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Clasifica por sus características a los tejidos animales y vegetales.
py,,23,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,Comprende la importancia de los movimientos de la Tierra y las características de la Luna.
pe,19,18,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.","Representar datos gráficos de barras horizontales (simples y escala dada de 2 en 2, 5 en 5 y 1 en 1), en situaciones de su interés o un tema de estudio.",Analizar los resultados de una situación aleatoria y justificar sus decisiones y conclusiones a partir de la información obtenida con base en el análisis de datos.
pe,17,21,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Establece relaciones entre las características de los objetos del entorno, las asocia y representa con formas tridimensionales (cuerpos redondos y compuestos), sus elementos y su capacidad.",Usar diversas estrategias para construir ángulos.
pe,16,13,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Usar diversas estrategias para medir de manera exacta o aproximada (estimar) la longitud (centímetro, metro) y el contorno de una figura.","Medir, estimar y comparar la masa de los objetos, el tiempo (minutos) y la temperatura usando la unidad de medida que conviene según el problema."
pe,41,30,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Realizar afirmaciones sobre la comparación de números naturales y la conformación de la centena, y las explica con material concreto.","Expresar con diversas representaciones y lenguaje numérico (números, signos y expresiones verbales) su comprensión de: El valor posicional de un dígito en números de hasta seis cifras."
pe,7,18,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.","Establecer relaciones entre los datos que se repiten (objetos, colores, diseños, sonidos o movimientos) o entre cantidades que aumentan o disminuyen regularmente, y los transforma en patrones de repetición (con criterios perceptuales o de cambio de posición) o patrones aditivos (con números de hasta 3 cifras).",Resolver ecuaciones o hallar valores que cumplen una condición de desigualdad o de proporcionalidad.
pe,36,50,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Utiliza recursos (…) ortográficos (por ejemplo, el punto seguido y los signos de admiración e interrogación) que contribuyen a dar sentido a su texto (…)","Utiliza recursos (…) ortográficos (por ejemplo, el punto a parte para separar párrafos) que contribuyen a dar sentido a su texto, e incorpora algunos recursos textuales (como uso de negritas o comillas) para reforzar dicho sentido (…)"
pe,18,7,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Revisa el texto para determinar si se ajusta a la situación comunicativa, si existen contradicciones o reiteraciones innecesarias que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas. También, revisa el uso de los recursos ortográficos empleados en su texto y verifica si falta alguno (como los signos de interrogación), con el fin de mejorarlo","Evalúa de manera permanente el texto, para determinar si se ajusta a la situación comunicativa, si existen digresiones o vacíos de información que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas. También, evalúa la utilidad de los recursos ortográficos empleados y la pertinencia del vocabulario para mejorar el texto y garantizar su sentido"
pe,9,7,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Adecúa el texto a la situación comunicativa considerando el propósito comunicativo, el destinatario y las características más comunes del tipo textual (…)","Adecúa el texto a la situación comunicativa considerando el propósito comunicativo, el tipo textual y algunas características del género discursivo, así como el formato y el soporte (…)"
pe,18,21,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Utiliza recursos gramaticales (…) que contribuyen a dar sentido a su texto. Emplea algunas figuras retóricas (por ejemplo, las adjetivaciones) para caracterizar personas, personajes y escenarios (…)","(…) Compara y contrasta los aspectos gramaticales (…) más comunes, así como las características de tipos textuales, cuando evalúa el texto"
pe,18,14,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Escribe textos de forma coherente y cohesionada. Ordena las ideas en torno a un tema y las desarrolla para ampliar la información, sin contradicciones, reiteraciones innecesarias o digresiones. Establece relaciones entre las ideas, como causa-efecto y secuencia, a través de algunos referentes y conectores (…)","Evalúa de manera permanente el texto, para determinar (…) si existen digresiones o vacíos de información que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas (…)"
pe,15,13,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","(…) Selecciona datos específicos en diversos tipos de textos de estructura simple, con algunos elementos complejos (…)",(…) Compara textos entre sí para indicar algunas similitudes y diferencias entre tipos textuales y géneros discursivos (por ejemplo: diferencias y semejanzas entre cuento y fábula)
pe,46,40,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Identifica información explícita que se encuentra en distintas partes del texto. Distingue información de otra próxima y semejante, en la que selecciona datos específicos (por ejemplo, el lugar de un hecho o una noticia), en diversos tipos de textos de estructura simple, con algunos elementos complejos (por ejemplo, sin referentes próximos, guiones de diálogo, ilustraciones), con palabras conocidas y, en ocasiones, con vocabulario variado, de acuerdo a las temáticas abordadas","Deduce características implícitas de personajes, animales, objetivos y lugares, y determina el significado de palabras según el contexto y hace comparaciones (…). Establece relaciones lógicas de causa-efecto, semejanza – diferencia (…), a partir de la información relevante y complementaria e implícita relevante del texto"
pe,31,33,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Dice de qué tratará el texto, a partir de algunos indicios, como silueta del texto, palabras, frases, colores y dimensiones de las imágenes; asimismo, contrasta la información del texto que lee","Dice de qué tratará el texto, a partir de algunos indicios, como silueta del texto, palabras, frases, colores y dimensiones de las imágenes; asimismo, contrasta la información del texto que lee"
pe,0,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
pe,8,13,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.","Opina acerca del contenido del texto, explica el sentido de algunos recursos textuales (ilustraciones, tamaño de letra, etc.) y justifica sus preferencias cuando elige o recomienda textos a partir de su experiencia, necesidades e intereses, con el fin de reflexionar sobre los textos que lee","Explica el tema, el propósito, los puntos de vista y las motivaciones de personas y personajes, (…) las enseñanzas, los valores y la intención del autor (…)"
pe,,61,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,Argumenta que algunos objetos tecnológicos y conocimientos científicos han ayudado a formular nuevas teorías que propiciaron el cambio en la forma de pensar y el estilo de vida de las personas.
pe,,0,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
pe,,6,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Justifica por qué la diversidad de especies da estabilidad a los ecosistemas.
pe,,0,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
pe,,17,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,Relaciona los cambios que sufren los materiales con el reordenamiento de sus componentes constituyentes.
pe,,11,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Describe los organismos y señala que pueden ser unicelulares o pluricelulares y que cada célula cumple funciones básicas o especializadores.
pe,,6,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,Relaciona los cambios del relieve terrestre con la estructura dinámica interna y externa de la Tierra.
do,5,0,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Construcción e interpretación de tablas de conteo utilizando informaciones sobre situaciones de su entorno o con informaciones dadas.,No hay ejemplos en el currículo de este país.
do,45,27,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.",Ubicación de su posición en el aula en relación a la posición de otros compañeros y compañeras.,"Construcción de cuadriláteros según las características dadas usando instrumentos como escuadras, reglas, transportador."
do,32,40,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Realización de mediciones de longitudes o distancias que le permiten construir su sentido espacial y numérico utilizando el metro, el decímetro y el centímetro, la yarda, el pie y la pulgada.",Explicación de la importancia del uso de unidades convencionales para expresar el volumen de prismas rectos.
do,12,32,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Comprensión de las fracciones comunes propias e impropias.,"Aplicación en situaciones de la vida diaria de los conceptos de múltiplos, divisores y los criterios de divisibilidad para generar las reglas y resolver problemas."
do,6,0,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.","Utilización de tarjetas con números para formar patrones numéricos como mínimo hasta 99,999.",No hay ejemplos en el currículo de este país.
do,12,7,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Ampliación de su vocabulario por medio del diccionario y del uso de sinónimos, antónimos y familias léxicas para producir la autobiografía","Utilización de manera adecuada de los signos de puntuación (punto y aparte, punto y seguido, coma) para delimitar las oraciones y los párrafos cuando escribe los borradores"
do,73,68,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Revisión y corrección del borrador con ayuda de su docente y sus compañeros y compañeras,"Edición de borradores tomando en cuenta las sugerencias sus pares, las del o la docente y sus ideas propias para obtener la versión final"
do,7,12,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Narración del cuento ajustándose a la intención, los componentes y la estructura del cuento (inicio, nudo y desenlace)","Utilización de la estructura del informe de lectura (introducción, desarrollo y conclusión) (…) para producir el informe de lectura"
do,5,7,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Utilización de adverbios para hacer referencia al tiempo en que ocurrieron los hechos,Utilización de verbos en tiempo pasado y la primera y tercera persona gramatical en las oraciones de la anécdota que produce
do,3,5,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Utilización de conectores de orden para marcar la sucesión de hechos en las oraciones de la introducción, del desarrollo y de la conclusión de la biografía","Explicación del tema seleccionado para el artículo expositivo, relacionando las ideas mediante conectores de causa consecuenci"
do,15,19,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Utilización de la estructura de la noticia (titular, entrada o copete, cuerpo de la noticia, foto, pie de foto) para comprender su información","Utilización de la estructura de la anécdota: inicio (presentación de la/s persona/s a quien/es le/s ha sucedido el hecho, lugar y tiempo del hecho), desarrollo (relato del hecho o hechos sucedidos), desenlace (resolución del hecho o hechos sucedidos) y evaluación (comentario acerca de lo sucedido) para comprender la anécdota leída"
do,32,33,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Identificación de las acciones principales que realiza la persona de la autobiografía, haciendo inferencias sencillas",Realización de las inferencias necesarias para comprender el sentido global de la carta de agradecimiento que lee
do,47,44,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Anticipación del contenido de la autobiografía a partir del título, las imágenes y otras marcas textuales","Anticipación del contenido de la carta a partir de la silueta, de fragmentos leídos y de otras marcas textuales"
do,3,3,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.",Lectura en voz alta y en silencio,"Lectura en voz alta o en silencio del texto seleccionado (cuento, fábula o leyenda) para el informe de lectura"
